鬼ですか…やはり幽香さんと釣り合うには強さが必要なんですか？,私に聞かれても幽香の好みなんて知らないわよ
私に聞かれても幽香の好みなんて知らないわよ,だいたい、何で私に聞くのよ？
そういうことにも詳しいかと思いまして,そういう話なら私より文に聞いたほうが早いわよ
そういう話なら私より文に聞いたほうが早いわよ,あいつのほうが早いし詳しいだろうから
そういえば霊夢さんにはそういう話はないんですか？,はぁ…そんなのあるわけないでしょうが
本当ですかね…？,ほら、次行くわよ
これは…>>47さんと>>49さんが腕を組んでる写真ですね,これは…
なかなか癒される写真だと思いませんか？,そうね…無邪気に腕に抱きつく大妖精に
こういうのが趣味の人に見せたら危険なレベルですよ,ちょ、ちょっと息が荒いわよ？
すみません、二人が絡んでいるのを想像してました,……危険な人物は案外近くにいるものね
さ、最後のページです,ようやく終わり？
ようやく終わり？,どれど…！？
>>54さんと>>63さんのキスの瞬間です,これ、私とあんたの…
はい、ばっちり撮られちゃいました,笑い事じゃないでしょうが！
霊夢さん、自分には浮いた話はないって,う……
せっかく二人きりなのに、あんなこと言うなんて…,それは…悪かったわよ……
言葉だけじゃ信用できません,ど、どうすればいいのよ…？
…いえ、写真以上に,……また撮られるかもしれないわよ？
構いませんよ、貴方とすれ違うほうが何百倍も問題です,うう…
ですから…,…！
次は貴方の番ですよ？,く…うぅぅ……
ん…,これで、いいでしょ…
だめです,な…？
写真以上と言いましたよね？,も、もう遅いし、そろそろ神社に帰らないと…
今夜は、泊まっていってくれて結構です！,いや、阿きゅ…眼が怖いから…
さぁ！たっぷりと愛し合いましょう！,ひ、あ、あぁー！？
どうかされましたか、お嬢様,地底に新しいレストランができたですって？
その程度でいいのかにゃ？,幻想郷の百合関係？
せっかくなのでまとめてみました,花の本？
違いますよ、まずは読んでみてください,だって百合って花のことじゃないの…？
最初に載っているのは>>3さんと>>5さんですね,幻想郷の百合関係？
幻想郷の百合関係？,紫と…あの毒人形の写真？
紫と…あの毒人形の写真？,しかも抱っこしてるし…
天狗に頼んで撮ってきてもらいました,何よ、あの二人知り合いだったの？
ええ、しかも写真のように仲いいみたいですね,ふぅん…
二人とも金髪ですし、西洋風の服で案外並ぶとお似合いかもしれませんね,紫がメディスンを抱っこ…
紫がメディスンを抱っこ…,プッ…親子かなにかみたい
プッ…親子かなにかみたい,いや、むしろま
ペッ,……はっ
…大丈夫ですか？,え、何が…？
いや、スキマに…,紫とメディスンの話でしょう？
紫とメディスンの話でしょう？,まるで姉妹みたいでお似合いだと思うわ
……,さ、次にいくわよ
さ、次にいくわよ,次は…>>18と>>20？
次は…>>18と>>20？,早苗と…ああ、天狗の片割れね
守矢神社は山にありますし、天狗とも関係を持てたんでしょうね,そういえばあの天狗が持ってたカメラ、早苗の部屋でも見たことがあるわ
ひょっとして使い方を聞きに行って仲良くなったりしたのかもしれませんね,でもはたては引きこもりとかって聞いたわよ？
久しぶりに外の世界のものを見て、何か来るものがあったのかもしれませんね,ふぅん…
ちょっといいと思いませんか？,そういうもの？
次のページへ行きましょうか,はいはい
はいはい,次は…と
>>34さんと>>36さんの二人です,あれ、こいつ…
霊夢さんは何か知っていますか？,悪いわね…思い出せないわ…
悪いわね…思い出せないわ…,でも、少なくとも幽香が付き合う相手だもの
でも、少なくとも幽香が付き合う相手だもの,それなりに腕の立つ奴なんじゃないの？
写真では角が見えますね,鬼の仲間みたいなものじゃないの？
鬼ですか…やはり幽香さんと釣り合うには強さが必要なんですか？,私に聞かれても幽香の好みなんて知らないわよ
私に聞かれても幽香の好みなんて知らないわよ,だいたい、何で私に聞くのよ？
そういうことにも詳しいかと思いまして,そういう話なら私より文に聞いたほうが早いわよ
そういう話なら私より文に聞いたほうが早いわよ,あいつのほうが早いし詳しいだろうから
そういえば霊夢さんにはそういう話はないんですか？,はぁ…そんなのあるわけないでしょうが
本当ですかね…？,ほら、次行くわよ
これは…>>47さんと>>49さんが腕を組んでる写真ですね,これは…
なかなか癒される写真だと思いませんか？,そうね…無邪気に腕に抱きつく大妖精に
こういうのが趣味の人に見せたら危険なレベルですよ,ちょ、ちょっと息が荒いわよ？
すみません、二人が絡んでいるのを想像してました,……危険な人物は案外近くにいるものね
さ、最後のページです,ようやく終わり？
ようやく終わり？,どれど…！？
>>54さんと>>63さんのキスの瞬間です,これ、私とあんたの…
